	Symbol	GeneID	Total_submissions	Total_alleles	Submissions_reporting_this_gene	Alleles_reported_Pathogenic_Likely_pathogenic	Gene_MIM_number	Number_uncertain	Number_with_conflicts	Pathogenic_change
31794	SMCP	4184	14	10	0	0	601148	3	0	
31795	SMCR2	105371564	64	64	0	0	0	2	0	
31796	SMCR5	140771	64	64	0	0	0	0	0	
31797	SMCR8	140775	117	116	2	0	617074	3	0	
31798	SMDT1	91689	35	34	0	1	615588	4	0	
31799	SMG1	23049	28	28	8	1	607032	4	0	
31800	SMG5	23381	33	29	2	2	610962	8	0	
31801	SMG6	23293	83	83	5	16	610963	11	0	
31802	SMG7	9887	31	30	1	0	610964	4	0	
31803	SMG7-AS1	284649	7	7	0	0	0	0	0	
31804	SMG8	55181	28	28	5	3	613175	7	0	
31805	SMG9	56006	39	35	29	5	613176	3	0	
31806	SMILR	105375734	21	21	0	1	0	0	0	
31807	SMIM1	388588	103	98	1	0	615242	7	0	
31808	SMIM10	644538	174	168	0	0	0	6	0	
31809	SMIM10L1	100129361	11	11	0	0	0	0	0	
31810	SMIM10L2A	399668	88	84	0	0	0	1	0	
31811	SMIM10L2B	644596	87	83	0	0	0	0	0	
31812	SMIM10L2B-AS1	100287728	87	83	0	0	0	0	0	
31813	SMIM11	54065	87	79	0	0	0	15	0	
31814	SMIM12	113444	17	17	0	0	0	5	0	
31815	SMIM13	221710	27	27	0	0	0	0	0	
31816	SMIM14	201895	22	22	0	0	0	6	0	
31818	SMIM15	643155	25	25	0	0	0	10	0	
31819	SMIM15-AS1	101928630	6	6	0	0	0	0	0	
31820	SMIM17	147670	32	32	0	0	0	11	0	
31821	SMIM18	100507341	65	65	0	0	0	6	0	
31822	SMIM19	114926	65	65	0	0	0	18	0	
31823	SMIM2	79024	47	47	0	0	0	1	0	
31824	SMIM2-AS1	101929212	26	26	0	0	0	0	0	
31825	SMIM2-IT1	100874377	26	26	0	0	0	0	0	
31826	SMIM20	389203	33	33	0	0	617465	2	0	
31827	SMIM21	284274	146	144	0	1	0	3	0	
31828	SMIM22	440335	37	35	0	0	0	7	0	
31829	SMIM23	644994	19	19	0	0	0	1	0	
31830	SMIM24	284422	26	26	0	0	0	6	0	
31831	SMIM26	388789	9	9	0	0	0	0	0	
31832	SMIM27	100129250	38	37	0	0	0	6	0	
31834	SMIM29	221491	7	7	0	0	611419	0	0	
31835	SMIM3	85027	16	15	0	0	608324	1	0	
31836	SMIM30	401397	4	4	0	0	0	1	0	
31837	SMIM31	100505989	16	16	0	0	0	1	0	
31838	SMIM32	389332	6	6	0	0	0	0	0	
31840	SMIM34	388820	34	29	0	0	0	1	0	
31841	SMIM35	100526771	10	10	0	1	0	0	0	
31848	SMIM43	132332	25	25	0	0	0	4	0	
31850	SMIM45	339674	10	9	0	0	0	3	0	
31851	SMIM47	105372440	5	5	0	0	0	0	0	
31852	SMIM5	643008	20	20	0	1	0	3	0	
31853	SMIM6	100130933	19	19	0	0	0	3	0	
31854	SMIM7	79086	14	14	0	0	0	1	0	
31855	SMIM8	57150	21	21	0	0	0	4	0	
31856	SMIM9	100132963	215	206	2	1	0	9	0	
31857	SMKR1	100287482	25	25	0	0	0	2	0	
31858	SMLR1	100507203	16	16	0	0	0	2	0	
31859	SMN1	6606	258	208	175	61	600354	47	7	
31860	SMN2	6607	80	74	10	0	601627	7	2	
31861	SMNDC1	10285	23	23	0	0	603519	3	0	
31862	SMO	6608	155	123	117	12	601500	18	1	
31863	SMOC1	64093	106	86	94	12	608488	9	1	
31864	SMOC2	64094	114	111	39	6	607223	7	0	
31865	SMOX	54498	33	33	3	1	615854	5	0	
31866	SMPD1	6609	1569	747	1546	246	607608	144	86	
31867	SMPD2	6610	29	29	2	0	603498	5	0	
31868	SMPD3	55512	33	31	0	2	605777	7	0	
31869	SMPD4	55627	82	76	39	15	610457	31	0	
31870	SMPDL3A	10924	21	21	0	0	610728	4	0	
31871	SMPDL3B	27293	13	13	2	0	617737	4	0	
31872	SMPX	23676	215	204	42	20	300226	20	1	
31873	SMR3A	26952	33	33	1	0	618340	6	0	
31874	SMR3B	10879	32	32	1	0	611593	6	0	
31875	SMS	6611	307	264	130	27	300105	38	5	
31876	SMTN	6525	29	28	5	0	602127	1	0	
31877	SMTNL1	219537	18	18	0	0	613664	5	0	
31878	SMTNL2	342527	42	42	2	0	0	14	0	
31879	SMU1	55234	73	72	1	0	617811	4	0	
31880	SMUG1	23583	11	11	2	0	607753	1	0	
31881	SMURF1	57154	20	20	3	1	605568	4	0	
31882	SMURF2	64750	20	20	4	1	605532	3	0	
31883	SMYD1	150572	24	24	4	0	606846	6	0	
31884	SMYD2	56950	25	24	0	0	610663	5	0	
31885	SMYD3	64754	155	154	3	4	608783	46	0	
31887	SMYD4	114826	82	82	1	3	619134	13	0	
31888	SMYD5	10322	13	13	2	0	619114	1	0	
31889	SNAI1	6615	15	15	1	0	604238	2	0	
31890	SNAI2	6591	93	85	64	2	602150	39	0	
31891	SNAI3	333929	78	78	0	0	612741	14	0	
31892	SNAI3-AS1	197187	25	25	0	0	0	0	0	
31893	SNAP23	8773	11	10	0	0	602534	2	0	
31894	SNAP25	6616	225	191	191	24	600322	50	4	
31895	SNAP25-AS1	100131208	15	14	0	0	0	2	0	
31896	SNAP29	9342	683	599	255	10	604202	174	2	
31897	SNAP47	116841	43	42	0	0	619659	7	0	
31898	SNAP91	9892	40	40	9	1	607923	13	0	
31899	SNAPC1	6617	18	18	0	0	600591	1	0	
31900	SNAPC2	6618	8	8	0	0	605076	2	0	
31901	SNAPC3	6619	107	106	0	0	602348	7	0	
31902	SNAPC4	6621	71	68	1	2	602777	7	0	
31903	SNAPC5	10302	95	54	1	1	605979	16	0	
31904	SNAPIN	23557	19	15	1	1	607007	6	0	
31905	SNAR-A1	100126798	3	3	0	0	0	0	0	
31906	SNAR-A10	100170216	5	5	0	0	0	1	0	
31907	SNAR-A11	100169954	5	5	0	0	0	1	0	
31908	SNAR-A12	100126800	2	2	0	0	0	0	0	
31909	SNAR-A13	100169959	4	4	0	0	0	0	0	
31910	SNAR-A14	100191063	5	5	0	0	0	1	0	
31911	SNAR-A2	100126799	4	4	0	0	0	0	0	
31912	SNAR-A3	100169951	3	3	0	0	0	0	0	
31913	SNAR-A4	100169956	5	5	0	0	0	1	0	
31914	SNAR-A5	100169952	5	5	0	0	0	1	0	
31915	SNAR-A6	100169957	5	5	0	0	0	1	0	
31916	SNAR-A7	100169953	5	5	0	0	0	1	0	
31917	SNAR-A8	100169958	5	5	0	0	0	1	0	
31918	SNAR-A9	100169955	5	5	0	0	0	1	0	
31919	SNAR-B1	100170224	5	5	0	0	0	1	0	
31920	SNAR-B2	100170217	5	5	0	0	0	1	0	
31921	SNAR-C1	100170225	4	4	0	0	0	0	0	
31922	SNAR-C2	100170218	3	3	0	0	0	0	0	
31923	SNAR-C3	100170226	4	4	0	0	0	0	0	
31924	SNAR-C4	100170219	4	4	0	0	0	0	0	
31925	SNAR-C5	100170223	3	3	0	0	0	0	0	
31926	SNAR-D	100170227	5	5	0	0	0	1	0	
31927	SNAR-E	100170220	6	6	0	0	0	2	0	
31928	SNAR-F	100126781	5	5	0	0	0	0	0	
31929	SNAR-G1	100126780	3	3	0	0	0	0	0	
31930	SNAR-G2	100170228	3	3	0	0	0	0	0	
31931	SNAR-H	100170221	5	5	0	0	0	1	0	
31932	SNAR-I	100170222	19	19	0	0	0	0	0	
31933	SNCA	6622	218	177	190	12	163890	79	3	
31934	SNCA-AS1	644248	19	19	0	0	0	9	0	
31935	SNCAIP	9627	131	118	98	0	603779	53	0	
31936	SNCB	6620	77	67	19	1	602569	6	1	
31937	SNCG	6623	59	57	2	2	602998	2	0	
31938	SND1	27044	61	60	17	2	602181	14	0	
31940	SND1-IT1	27099	9	9	0	0	0	0	0	
31941	SNED1	25992	123	121	11	3	616634	14	0	
31943	SNF8	11267	16	16	1	0	610904	5	0	
31944	SNHG1	23642	15	15	0	0	603222	3	0	
31945	SNHG10	283596	25	25	0	0	0	2	0	
31946	SNHG11	128439	9	9	0	0	619494	0	0	
31947	SNHG12	85028	5	5	0	0	0	2	0	
31949	SNHG15	285958	28	28	0	0	0	4	0	
31950	SNHG16	100507246	2	2	0	0	0	0	0	
31951	SNHG17	388796	3	3	0	0	0	0	0	
31952	SNHG18	100505806	42	42	0	0	0	0	0	
31953	SNHG19	100507303	11	11	0	0	0	1	0	
31954	SNHG20	654434	2	2	0	0	0	0	0	
31955	SNHG21	100505616	6	6	0	0	0	1	0	
31956	SNHG22	103091864	365	327	0	5	0	205	0	
31957	SNHG23	100507242	20	20	0	1	0	0	0	
31958	SNHG24	101929369	19	19	0	0	0	0	0	
31959	SNHG25	105376843	2	2	0	0	0	0	0	
31961	SNHG27	101927305	9	9	0	0	0	1	0	
31962	SNHG28	284677	16	14	0	1	0	4	0	
31963	SNHG29	125144	18	18	0	0	0	1	0	
31964	SNHG3	8420	15	15	0	0	603238	7	0	
31965	SNHG30	105371743	1	1	0	0	0	1	0	
31966	SNHG31	101928103	160	117	0	16	0	58	0	
31967	SNHG32	50854	12	12	0	0	605447	2	0	
31968	SNHG4	724102	37	35	0	0	0	13	0	
31969	SNHG5	387066	21	21	0	0	613263	4	0	
31970	SNHG6	641638	32	32	0	0	612215	7	0	
31971	SNHG7	84973	59	56	0	0	0	3	0	
31972	SNHG8	100093630	23	23	0	0	0	2	0	
31973	SNHG9	735301	58	55	0	0	0	14	0	
31974	SNIP1	79753	142	132	128	0	608241	80	2	
31975	SNN	8303	28	28	0	0	603032	7	0	
31976	SNORA1	677792	4	4	0	0	0	0	0	
31977	SNORA10	574042	13	13	0	0	0	1	0	
31978	SNORA100	106635532	43	43	0	0	0	1	0	
31979	SNORA101A	107399301	3	3	0	0	0	0	0	
31980	SNORA101B	107399303	16	16	0	0	0	2	0	
31981	SNORA103	106635533	18	18	0	0	0	0	0	
31982	SNORA104	106635534	8	8	0	0	0	2	0	
31983	SNORA105A	106635539	27	27	0	0	0	2	0	
31984	SNORA105B	106635540	14	14	0	0	0	0	0	
31985	SNORA105C	106635541	2	2	0	0	0	1	0	
31986	SNORA107	106635542	32	32	0	0	0	1	0	
31987	SNORA108	106635543	32	30	0	0	0	2	0	
31988	SNORA109	106635544	69	65	0	0	0	0	0	
31990	SNORA11	677799	140	134	0	0	300662	2	0	
31991	SNORA110	106635545	3	3	0	0	0	1	0	
31992	SNORA111	106635546	24	22	0	0	0	1	0	
32001	SNORA11B	100124539	7	7	0	0	0	1	0	
32002	SNORA11C	100124540	78	74	0	0	0	1	0	
32003	SNORA11D	100124541	84	80	0	0	0	2	0	
32004	SNORA11E	101340250	84	80	0	0	0	2	0	
32007	SNORA12	677800	15	15	0	0	611330	3	0	
32009	SNORA13	654322	13	13	0	0	0	0	0	
32010	SNORA14A	677801	14	14	0	0	0	4	0	
32011	SNORA14B	677802	16	16	0	0	0	3	0	
32012	SNORA15	677803	11	11	0	0	0	5	0	
32015	SNORA16A	692073	5	5	0	0	0	2	0	
32016	SNORA16B	692157	7	7	0	0	0	1	0	
32017	SNORA17A	677804	26	26	0	0	0	0	0	
32018	SNORA17B	677824	26	26	0	0	0	0	0	
32019	SNORA18	677805	4	4	0	0	0	0	0	
32020	SNORA19	641451	7	7	0	0	0	1	0	
32022	SNORA20	677806	9	9	0	0	0	1	0	
32024	SNORA21	619505	2	2	0	0	0	0	0	
32026	SNORA22	677807	9	9	0	0	0	1	0	
32029	SNORA23	677808	4	4	0	0	0	2	0	
32030	SNORA24	677809	5	5	0	0	0	0	0	
32032	SNORA25	684959	4	4	0	0	0	0	0	
32034	SNORA26	677810	25	25	0	0	614626	8	0	
32035	SNORA27	619499	16	16	0	0	0	0	0	
32036	SNORA28	677811	25	25	0	0	0	2	0	
32037	SNORA29	677812	9	9	0	0	0	1	0	
32038	SNORA2A	677793	1	1	0	0	0	0	0	
32039	SNORA2B	677794	1	1	0	0	0	0	0	
32040	SNORA2C	677815	1	1	0	0	615487	0	0	
32041	SNORA30	677813	4	4	0	0	0	0	0	
32043	SNORA31	677814	29	29	0	0	619378	0	0	
32045	SNORA32	692063	4	4	0	0	0	0	0	
32046	SNORA33	594839	3	3	0	0	0	1	0	
32047	SNORA35	677816	82	78	0	0	0	0	0	
32049	SNORA36A	677817	106	101	0	0	0	0	0	
32050	SNORA36B	677818	11	11	0	0	0	0	0	
32051	SNORA36C	100124535	4	4	0	0	0	1	0	
32052	SNORA37	677819	27	25	0	0	0	0	0	
32053	SNORA38	677820	1	1	0	0	0	0	0	
32054	SNORA38B	100124536	3	3	0	0	0	0	0	
32055	SNORA3A	619562	3	3	0	0	0	1	0	
32056	SNORA3B	677826	18	18	0	0	611333	2	0	
32058	SNORA4	619568	15	15	0	0	0	0	0	
32059	SNORA40	677822	4	4	0	0	0	0	0	
32062	SNORA41	619569	10	10	0	0	0	0	0	
32064	SNORA44	677825	5	5	0	0	0	2	0	
32065	SNORA46	677827	7	7	0	0	0	1	0	
32066	SNORA47	677828	2	2	0	0	0	0	0	
32067	SNORA48	652965	8	8	0	0	0	1	0	
32069	SNORA49	677829	10	10	0	0	0	0	0	
32070	SNORA50A	677830	7	7	0	0	0	1	0	
32072	SNORA50C	677842	2	2	0	0	0	0	0	
32074	SNORA51	677831	14	14	0	0	0	3	0	
32075	SNORA52	619565	9	9	0	0	0	0	0	
32076	SNORA53	677832	6	6	0	0	0	0	0	
32077	SNORA54	677833	10	10	0	0	0	1	0	
32078	SNORA55	677834	4	4	0	0	0	1	0	
32079	SNORA56	677835	106	101	0	0	0	1	0	
32080	SNORA57	692158	4	4	0	0	0	1	0	
32081	SNORA58	677836	7	7	0	0	0	1	0	
32083	SNORA59A	677885	20	20	0	0	0	2	0	
32084	SNORA59B	677882	54	54	0	0	0	2	0	
32085	SNORA5A	654319	10	10	0	0	0	0	0	
32086	SNORA5B	677795	10	10	0	0	0	0	0	
32087	SNORA5C	677796	28	28	0	0	611335	4	0	
32088	SNORA6	574040	2	2	0	0	0	0	0	
32089	SNORA60	677837	3	3	0	0	0	0	0	
32090	SNORA61	677838	5	5	0	0	0	2	0	
32091	SNORA62	6044	10	10	0	0	180646	1	0	
32092	SNORA63	6043	48	48	0	0	180647	3	0	
32097	SNORA64	26784	13	13	0	0	0	1	0	
32098	SNORA65	26783	15	15	0	0	0	0	0	
32099	SNORA66	26782	4	4	0	0	0	1	0	
32100	SNORA67	26781	8	8	0	0	0	1	0	
32101	SNORA68	26780	4	4	0	0	0	0	0	
32103	SNORA69	26779	82	78	0	0	0	0	0	
32104	SNORA70	26778	112	107	0	0	0	3	0	
32105	SNORA70B	100124537	13	13	0	0	0	2	0	
32106	SNORA70C	100124538	16	16	0	0	0	5	0	
32107	SNORA70D	100379141	15	15	0	0	0	2	0	
32108	SNORA70E	100379250	3	3	0	0	0	0	0	
32109	SNORA70F	100337591	8	8	0	0	0	1	0	
32110	SNORA70G	100379132	3	3	0	0	0	0	0	
32114	SNORA71A	26777	3	3	0	0	0	0	0	
32115	SNORA71B	26776	3	3	0	0	0	0	0	
32116	SNORA71C	677839	3	3	0	0	0	0	0	
32117	SNORA71D	677840	3	3	0	0	0	0	0	
32118	SNORA71E	677821	3	3	0	0	0	0	0	
32119	SNORA72	26775	14	14	0	0	0	0	0	
32120	SNORA73A	6080	15	15	0	0	180645	7	0	
32121	SNORA73B	26768	5	5	0	0	603239	2	0	
32122	SNORA74A	26821	8	8	0	0	0	1	0	
32123	SNORA74B	677841	21	21	0	0	611331	0	0	
32127	SNORA75	654321	11	11	0	0	0	0	0	
32129	SNORA77	677843	1	1	0	0	0	0	0	
32131	SNORA78	677844	13	13	0	0	0	1	0	
32132	SNORA79	677845	6	6	0	0	0	0	0	
32134	SNORA7A	619563	9	9	0	0	0	1	0	
32135	SNORA7B	677797	4	4	0	0	0	1	0	
32136	SNORA8	654320	4	4	0	0	0	0	0	
32137	SNORA80A	677846	37	32	0	0	0	1	0	
32138	SNORA80B	100302743	12	12	0	0	0	1	0	
32141	SNORA80E	677823	4	4	0	0	0	2	0	
32142	SNORA81	677847	48	48	0	0	611334	3	0	
32143	SNORA84	100124534	15	15	0	0	0	2	0	
32144	SNORA86	106633814	2	2	0	0	0	0	0	
32145	SNORA87	106635520	10	10	0	0	0	0	0	
32146	SNORA88	106635521	4	4	0	0	0	1	0	
32147	SNORA89	106635522	10	10	0	0	0	0	0	
32148	SNORA9	677798	11	11	0	0	0	1	0	
32149	SNORA90	106635523	47	42	0	0	0	2	0	
32150	SNORA91	106635524	45	40	0	0	0	1	0	
32151	SNORA92	106635525	8	7	0	0	0	0	0	
32152	SNORA93	106635526	9	9	0	0	0	1	0	
32153	SNORA94	106635528	1	1	0	0	0	0	0	
32154	SNORA95	106635529	8	8	0	0	0	2	0	
32155	SNORA98	106635530	4	4	0	0	0	0	0	
32156	SNORA99	106635531	52	52	0	0	0	3	0	
32158	SNORC	389084	34	33	0	0	0	4	0	
32159	SNORD10	652966	8	8	0	0	0	1	0	
32160	SNORD100	594838	3	3	0	0	0	1	0	
32161	SNORD101	594837	3	3	0	0	0	1	0	
32162	SNORD102	26771	16	16	0	0	0	0	0	
32163	SNORD103A	692234	8	8	0	0	0	3	0	
32164	SNORD103B	692235	8	8	0	0	0	3	0	
32165	SNORD103C	692200	8	8	0	0	0	3	0	
32166	SNORD104	692227	2	2	0	0	0	0	0	
32167	SNORD105	692229	2	2	0	0	0	0	0	
32168	SNORD105B	100113382	2	2	0	0	0	0	0	
32169	SNORD107	91380	154	147	0	0	0	1	0	
32170	SNORD108	338427	154	147	0	0	0	1	0	
32171	SNORD109A	338428	154	147	0	0	0	1	0	
32172	SNORD109B	338429	154	147	0	0	0	0	0	
32173	SNORD11	692058	13	13	0	0	0	1	0	
32174	SNORD110	692213	14	14	0	0	0	3	0	
32175	SNORD111	692214	15	15	0	0	0	2	0	
32176	SNORD111B	100113402	15	15	0	0	0	2	0	
32177	SNORD112	692215	36	36	0	0	613649	0	0	
32178	SNORD113-1	767561	35	35	0	0	613650	0	0	
32179	SNORD113-2	767562	20	20	0	0	0	0	0	
32180	SNORD113-3	767563	20	20	0	0	0	0	0	
32181	SNORD113-4	767564	20	20	0	0	0	0	0	
32182	SNORD113-5	767565	20	20	0	0	0	0	0	
32183	SNORD113-6	767566	20	20	0	0	0	0	0	
32184	SNORD113-7	767567	20	20	0	0	0	0	0	
32185	SNORD113-8	767568	20	20	0	0	0	0	0	
32186	SNORD113-9	767569	19	19	0	0	0	0	0	
32187	SNORD114-1	767577	34	34	0	0	613651	0	0	
32188	SNORD114-10	767588	19	19	0	0	0	0	0	
32189	SNORD114-11	767589	19	19	0	0	0	0	0	
32190	SNORD114-12	767590	19	19	0	0	0	0	0	
32191	SNORD114-13	767591	19	19	0	0	0	0	0	
32192	SNORD114-14	767592	19	19	0	0	0	0	0	
32193	SNORD114-15	767593	19	19	0	0	0	0	0	
32194	SNORD114-16	767594	19	19	0	0	0	0	0	
32195	SNORD114-17	767595	19	19	0	0	0	0	0	
32196	SNORD114-18	767596	19	19	0	0	0	0	0	
32197	SNORD114-19	767597	19	19	0	0	0	0	0	
32198	SNORD114-2	767578	19	19	0	0	0	0	0	
32199	SNORD114-20	767598	19	19	0	0	0	0	0	
32200	SNORD114-21	767599	19	19	0	0	0	0	0	
32201	SNORD114-22	767600	19	19	0	0	0	0	0	
32202	SNORD114-23	767603	19	19	0	0	0	0	0	
32203	SNORD114-24	767604	19	19	0	0	0	0	0	
32204	SNORD114-25	767605	19	19	0	0	0	0	0	
32205	SNORD114-26	767606	19	19	0	0	0	0	0	
32206	SNORD114-27	767608	19	19	0	0	0	0	0	
32207	SNORD114-28	767609	19	19	0	0	0	0	0	
32208	SNORD114-29	767610	19	19	0	0	0	0	0	
32209	SNORD114-3	767579	19	19	0	0	0	0	0	
32210	SNORD114-30	767611	19	19	0	0	0	0	0	
32211	SNORD114-31	767612	19	19	0	0	0	0	0	
32212	SNORD114-4	767580	19	19	0	0	0	0	0	
32213	SNORD114-5	767581	19	19	0	0	0	0	0	
32214	SNORD114-6	767582	19	19	0	0	0	0	0	
32215	SNORD114-7	767583	19	19	0	0	0	0	0	
32216	SNORD114-8	767584	19	19	0	0	0	0	0	
32217	SNORD114-9	767585	19	19	0	0	0	0	0	
32218	SNORD115-1	338433	304	297	0	0	609837	3	0	
32219	SNORD115-10	100033447	154	147	0	0	0	0	0	
32220	SNORD115-11	100033448	154	147	0	0	0	0	0	
32221	SNORD115-12	100033449	154	147	0	0	0	0	0	
32222	SNORD115-13	100033450	154	147	0	0	0	0	0	
32223	SNORD115-14	100033451	154	147	0	0	0	0	0	
32224	SNORD115-15	100033453	154	147	0	0	0	0	0	
32225	SNORD115-16	100033454	154	147	0	0	0	0	0	
32226	SNORD115-17	100033455	154	147	0	0	0	0	0	
32227	SNORD115-18	100033456	154	147	0	0	0	0	0	
32228	SNORD115-19	100033458	154	147	0	0	0	0	0	
32229	SNORD115-2	100033437	154	147	0	0	0	0	0	
32230	SNORD115-20	100033460	154	147	0	0	0	0	0	
32231	SNORD115-21	100033603	154	147	0	0	0	0	0	
32232	SNORD115-22	100033799	154	147	0	0	0	0	0	
32233	SNORD115-23	100033800	154	147	0	0	0	0	0	
32234	SNORD115-24	100036563	154	147	0	0	0	0	0	
32235	SNORD115-25	100033801	154	147	0	0	0	0	0	
32236	SNORD115-26	100033802	154	147	0	0	0	0	0	
32237	SNORD115-27	100036564	154	147	0	0	0	0	0	
32238	SNORD115-28	100036565	154	147	0	0	0	0	0	
32239	SNORD115-29	100033803	154	147	0	0	0	0	0	
32240	SNORD115-3	100033440	154	147	0	0	0	0	0	
32241	SNORD115-30	100033804	154	147	0	0	0	0	0	
32242	SNORD115-31	100033805	154	147	0	0	0	0	0	
32243	SNORD115-32	100033806	154	147	0	0	0	0	0	
32244	SNORD115-33	100033807	154	147	0	0	0	0	0	
32245	SNORD115-34	100033808	154	147	0	0	0	0	0	
32246	SNORD115-35	100033809	154	147	0	0	0	0	0	
32247	SNORD115-36	100033810	154	147	0	0	0	0	0	
32248	SNORD115-37	100033811	154	147	0	0	0	0	0	
32249	SNORD115-38	100033812	154	147	0	0	0	0	0	
32250	SNORD115-39	100033813	154	147	0	0	0	0	0	
32251	SNORD115-4	100033441	155	148	0	0	0	0	0	
32252	SNORD115-40	100033814	154	147	0	0	0	0	0	
32253	SNORD115-41	100033815	154	147	0	0	0	0	0	
32254	SNORD115-42	100033816	154	147	0	0	0	0	0	
32255	SNORD115-43	100033817	154	147	0	0	0	0	0	
32256	SNORD115-44	100033818	154	147	0	0	0	0	0	
32257	SNORD115-45	100036566	154	147	0	0	0	0	0	
32258	SNORD115-46	100873857	154	147	0	0	0	0	0	
32259	SNORD115-47	100036567	154	147	0	0	0	0	0	
32260	SNORD115-48	100033822	154	147	0	0	0	0	0	
32261	SNORD115-5	100033442	155	148	0	0	0	0	0	
32262	SNORD115-6	100033443	155	148	0	0	0	0	0	
32263	SNORD115-7	100033444	155	148	0	0	0	0	0	
32264	SNORD115-8	100033445	155	148	0	0	0	0	0	
32265	SNORD115-9	100033446	154	147	0	0	0	0	0	
32266	SNORD115@	692218	155	148	0	0	0	0	0	
32267	SNORD116-1	100033413	304	297	0	0	605436	4	0	
32268	SNORD116-10	100033422	156	149	0	0	0	1	0	
32269	SNORD116-11	100033423	156	149	0	0	0	1	0	
32270	SNORD116-12	100033424	156	149	0	0	0	1	0	
32271	SNORD116-13	100033425	156	149	0	0	0	1	0	
32272	SNORD116-14	100033426	156	149	0	0	0	1	0	
32273	SNORD116-15	100033427	156	149	0	0	0	1	0	
32274	SNORD116-16	100033428	156	149	0	0	0	1	0	
32275	SNORD116-17	100033429	156	149	0	0	0	1	0	
32276	SNORD116-18	100033430	157	150	0	0	0	1	0	
32277	SNORD116-19	727708	157	150	0	0	0	1	0	
32278	SNORD116-2	100033414	154	147	0	0	0	1	0	
32279	SNORD116-20	100033431	158	151	0	0	0	1	0	
32280	SNORD116-21	100033432	155	148	0	0	0	1	0	
32281	SNORD116-22	100033433	155	148	0	0	0	1	0	
32282	SNORD116-23	100033434	155	148	0	0	0	1	0	
32283	SNORD116-24	100033435	154	147	0	0	0	1	0	
32284	SNORD116-25	100033436	154	147	0	0	0	1	0	
32285	SNORD116-26	100033438	154	147	0	0	0	1	0	
32286	SNORD116-27	100033439	154	147	0	0	0	1	0	
32287	SNORD116-28	100033820	153	146	0	0	0	0	0	
32288	SNORD116-29	100033821	153	146	0	0	0	0	0	
32289	SNORD116-3	100033415	154	147	0	0	0	1	0	
32290	SNORD116-30	100873856	153	146	0	0	0	0	0	
32291	SNORD116-4	100033416	155	148	0	0	0	2	0	
32292	SNORD116-5	100033417	155	148	0	0	0	2	0	
32293	SNORD116-6	100033418	155	148	0	0	0	2	0	
32294	SNORD116-7	100033419	155	148	0	0	0	2	0	
32295	SNORD116-8	100033420	155	148	0	0	0	2	0	
32296	SNORD116-9	100033421	154	147	0	0	0	1	0	
32297	SNORD117	692233	1	1	0	0	0	0	0	
32298	SNORD118	727676	165	130	153	36	616663	48	4	
32299	SNORD119	100113378	12	12	0	0	0	1	0	
32300	SNORD11B	100113392	13	13	0	0	0	1	0	
32301	SNORD12	692057	5	5	0	0	0	3	0	
32302	SNORD121A	100113379	33	32	0	0	0	2	0	
32303	SNORD121B	101340252	33	32	0	0	0	2	0	
32304	SNORD123	100113384	42	42	0	0	0	0	0	
32305	SNORD124	101340251	4	4	0	0	0	1	0	
32306	SNORD125	100113380	12	11	0	0	0	1	0	
32307	SNORD126	100113391	11	11	0	0	0	1	0	
32308	SNORD127	100113389	5	5	0	0	0	0	0	
32309	SNORD128	106632271	15	15	0	0	0	0	0	
32310	SNORD129	106635547	12	12	0	0	0	1	0	
32311	SNORD12B	100113393	5	5	0	0	0	3	0	
32312	SNORD12C	26765	5	5	0	0	0	3	0	
32313	SNORD13	692084	33	33	0	0	616664	1	0	
32314	SNORD130	106635548	6	6	0	0	0	1	0	
32315	SNORD131	106635549	12	12	0	0	0	0	0	
32316	SNORD132	106635550	12	12	0	0	0	8	0	
32317	SNORD133	106633800	2	2	0	0	0	0	0	
32318	SNORD134	106633803	10	10	0	0	0	2	0	
32319	SNORD135	106633804	9	9	0	0	0	1	0	
32320	SNORD136	106633805	2	2	0	0	0	0	0	
32321	SNORD137	106635615	52	51	0	0	0	1	0	
32322	SNORD138	109623460	5	5	0	0	0	0	0	
32323	SNORD139	116936	19	18	0	0	611069	2	0	
32334	SNORD140	106635682	9	8	0	0	0	3	0	
32335	SNORD141A	106635683	17	17	0	0	0	0	0	
32336	SNORD141B	106635684	37	37	0	0	0	1	0	
32337	SNORD142	106633806	16	16	0	0	0	3	0	
32338	SNORD143	106633808	15	15	0	0	0	1	0	
32339	SNORD144	106633809	15	15	0	0	0	1	0	
32345	SNORD14A	26822	1	1	0	0	0	0	0	
32346	SNORD14B	85388	1	1	0	0	0	0	0	
32347	SNORD14C	85389	23	23	0	0	0	1	0	
32348	SNORD14D	85390	23	23	0	0	0	1	0	
32349	SNORD14E	85391	23	23	0	0	0	1	0	
32360	SNORD15A	6079	10	10	0	0	600455	1	0	
32361	SNORD15B	114599	2	2	0	0	0	0	0	
32362	SNORD16	595097	1	1	0	0	0	0	0	
32373	SNORD17	692086	9	9	0	0	0	0	0	
32378	SNORD18A	595098	1	1	0	0	0	0	0	
32379	SNORD18B	595099	1	1	0	0	0	0	0	
32380	SNORD18C	595100	1	1	0	0	0	0	0	
32381	SNORD19	692089	2	2	0	0	0	0	0	
32382	SNORD19B	100113381	2	2	0	0	0	0	0	
32384	SNORD1A	677848	2	2	0	0	0	0	0	
32385	SNORD1B	677849	2	2	0	0	0	0	0	
32386	SNORD1C	677850	2	2	0	0	0	0	0	
